id,title,title_slug,difficulty,likes,dislikes,ratio
285,Inorder Successor in BST,inorder-successor-in-bst,medium,2326,84,27.69047619047619
1285,Balance a Binary Search Tree,balance-a-binary-search-tree,medium,2320,61,38.032786885245905
1512,Design Underground System,design-underground-system,medium,2318,111,20.882882882882882
780,Max Chunks To Make Sorted,max-chunks-to-make-sorted,medium,2312,205,11.278048780487804
688,Knight Probability in Chessboard,knight-probability-in-chessboard,medium,2306,322,7.161490683229814
774,Maximum Depth of N-ary Tree,maximum-depth-of-n-ary-tree,easy,2302,77,29.896103896103895
1568,Pseudo-Palindromic Paths in a Binary Tree,pseudo-palindromic-paths-in-a-binary-tree,medium,2301,78,29.5
962,Flip String to Monotone Increasing,flip-string-to-monotone-increasing,medium,2296,101,22.73267326732673
433,Minimum Genetic Mutation,minimum-genetic-mutation,medium,2294,244,9.401639344262295
712,Minimum ASCII Delete Sum for Two Strings,minimum-ascii-delete-sum-for-two-strings,medium,2290,68,33.6764705882353
925,Construct Binary Tree from Preorder and Postorder Traversal,construct-binary-tree-from-preorder-and-postorder-traversal,medium,2284,96,23.791666666666668
323,Number of Connected Components in an Undirected Graph,number-of-connected-components-in-an-undirected-graph,medium,2281,79,28.873417721518987
998,Check Completeness of a Binary Tree,check-completeness-of-a-binary-tree,medium,2280,32,71.25
1511,Count Number of Teams,count-number-of-teams,medium,2276,173,13.15606936416185
875,Longest Mountain in Array,longest-mountain-in-array,medium,2274,65,34.98461538461538
1331,Path with Maximum Gold,path-with-maximum-gold,medium,2264,59,38.3728813559322
1896,Maximum Score from Performing Multiplication Operations,maximum-score-from-performing-multiplication-operations,hard,2248,504,4.4603174603174605
1448,Maximum 69 Number,maximum-69-number,easy,2248,187,12.02139037433155
795,K-th Symbol in Grammar,k-th-symbol-in-grammar,medium,2245,274,8.193430656934307
896,Smallest Subtree with all the Deepest Nodes,smallest-subtree-with-all-the-deepest-nodes,medium,2235,341,6.55425219941349
476,Number Complement,number-complement,easy,2232,109,20.477064220183486
326,Power of Three,power-of-three,easy,2214,215,10.297674418604652
1669,Minimum Cost to Cut a Stick,minimum-cost-to-cut-a-stick,hard,2211,40,55.275
1319,Unique Number of Occurrences,unique-number-of-occurrences,easy,2202,50,44.04
1478,Maximum Number of Events That Can Be Attended,maximum-number-of-events-that-can-be-attended,medium,2201,291,7.563573883161512
1605,Minimum Number of Days to Make m Bouquets,minimum-number-of-days-to-make-m-bouquets,medium,2194,57,38.49122807017544
1243,Sum of Nodes with Even-Valued Grandparent,sum-of-nodes-with-even-valued-grandparent,medium,2171,65,33.4
58,Length of Last Word,length-of-last-word,easy,2170,132,16.439393939393938
725,Split Linked List in Parts,split-linked-list-in-parts,medium,2140,212,10.09433962264151
464,Can I Win,can-i-win,medium,2139,333,6.423423423423423
1447,Jump Game IV,jump-game-iv,hard,2138,83,25.759036144578314
68,Text Justification,text-justification,hard,2131,3329,0.6401321718233703
1528,Kids With the Greatest Number of Candies,kids-with-the-greatest-number-of-candies,easy,2117,308,6.873376623376624
987,Reveal Cards In Increasing Order,reveal-cards-in-increasing-order,medium,2116,305,6.937704918032787
822,Unique Morse Code Words,unique-morse-code-words,easy,2116,1403,1.5081967213114753
414,Third Maximum Number,third-maximum-number,easy,2115,2577,0.8207217694994179
1063,Best Sightseeing Pair,best-sightseeing-pair,medium,2105,46,45.76086956521739
1096,Maximum Sum of Two Non-Overlapping Subarrays,maximum-sum-of-two-non-overlapping-subarrays,medium,2100,74,28.37837837837838
958,Sort Array By Parity II,sort-array-by-parity-ii,easy,2100,79,26.582278481012658
2117,Find Original Array From Doubled Array,find-original-array-from-doubled-array,medium,2098,105,19.98095238095238
985,Bag of Tokens,bag-of-tokens,medium,2098,411,5.104622871046229
1341,Split a String in Balanced Strings,split-a-string-in-balanced-strings,easy,2085,810,2.574074074074074
965,Unique Email Addresses,unique-email-addresses,easy,2076,262,7.923664122137405
256,Paint House,paint-house,medium,2070,126,16.428571428571427
746,Prefix and Suffix Search,prefix-and-suffix-search,hard,2068,462,4.476190476190476
1168,Duplicate Zeros,duplicate-zeros,easy,2065,626,3.2987220447284344
1666,Make The String Great,make-the-string-great,easy,2063,91,22.67032967032967
825,Max Increase to Keep City Skyline,max-increase-to-keep-city-skyline,medium,2056,460,4.469565217391304
2048,Build Array from Permutation,build-array-from-permutation,easy,2042,230,8.878260869565217
643,Maximum Average Subarray I,maximum-average-subarray-i,easy,2033,173,11.751445086705202
883,Car Fleet,car-fleet,medium,2018,510,3.9568627450980394
1960,Check if the Sentence Is Pangram,check-if-the-sentence-is-pangram,easy,2010,45,44.666666666666664
1160,Letter Tile Possibilities,letter-tile-possibilities,medium,2010,56,35.892857142857146
1249,Snapshot Array,snapshot-array,medium,2008,289,6.948096885813149
2237,Longest Palindrome by Concatenating Two Letter Words,longest-palindrome-by-concatenating-two-letter-words,medium,2007,39,51.46153846153846
1798,Max Number of K-Sum Pairs,max-number-of-k-sum-pairs,medium,2001,47,42.57446808510638
565,Array Nesting,array-nesting,medium,2001,148,13.52027027027027
554,Brick Wall,brick-wall,medium,1999,111,18.00900900900901
1222,Remove Covered Intervals,remove-covered-intervals,medium,1997,50,39.94
1217,Relative Sort Array,relative-sort-array,easy,1997,114,17.517543859649123
1951,Find the Winner of the Circular Game,find-the-winner-of-the-circular-game,medium,1995,36,55.416666666666664
1159,Smallest Subsequence of Distinct Characters,smallest-subsequence-of-distinct-characters,medium,1993,161,12.378881987577639
694,Number of Distinct Islands,number-of-distinct-islands,medium,1987,124,16.024193548387096
979,DI String Match,di-string-match,easy,1985,792,2.5063131313131315
1242,Matrix Block Sum,matrix-block-sum,medium,1979,308,6.425324675324675
453,Minimum Moves to Equal Array Elements,minimum-moves-to-equal-array-elements,medium,1972,1777,1.1097355092853123
1557,Check If a String Contains All Binary Codes of Size K,check-if-a-string-contains-all-binary-codes-of-size-k,medium,1969,90,21.877777777777776
1741,Sort Array by Increasing Frequency,sort-array-by-increasing-frequency,easy,1968,76,25.894736842105264
904,Leaf-Similar Trees,leaf-similar-trees,easy,1968,57,34.526315789473685
1042,Minimum Cost to Merge Stones,minimum-cost-to-merge-stones,hard,1967,94,20.925531914893618
682,Baseball Game,baseball-game,easy,1965,1725,1.1391304347826088
159,Longest Substring with At Most Two Distinct Characters,longest-substring-with-at-most-two-distinct-characters,medium,1965,31,63.38709677419355
2067,Maximum Number of Points with Cost,maximum-number-of-points-with-cost,medium,1964,123,15.967479674796747
1252,Break a Palindrome,break-a-palindrome,medium,1962,672,2.919642857142857
770,Couples Holding Hands,couples-holding-hands,hard,1954,97,20.144329896907216
674,Longest Continuous Increasing Subsequence,longest-continuous-increasing-subsequence,easy,1953,168,11.625
1479,Construct Target Array With Multiple Sums,construct-target-array-with-multiple-sums,hard,1950,156,12.5
642,Design Search Autocomplete System,design-search-autocomplete-system,hard,1947,137,14.211678832116789
961,Long Pressed Name,long-pressed-name,easy,1946,283,6.876325088339223
331,Verify Preorder Serialization of a Binary Tree,verify-preorder-serialization-of-a-binary-tree,medium,1945,101,19.257425742574256
1661,Minimum Number of Vertices to Reach All Nodes,minimum-number-of-vertices-to-reach-all-nodes,medium,1943,69,28.159420289855074
776,N-ary Tree Postorder Traversal,n-ary-tree-postorder-traversal,easy,1940,87,22.298850574712645
900,Reordered Power of 2,reordered-power-of-2,medium,1935,394,4.911167512690355
1576,Reorder Routes to Make All Paths Lead to the City Zero,reorder-routes-to-make-all-paths-lead-to-the-city-zero,medium,1934,51,37.92156862745098
799,Minimum Distance Between BST Nodes,minimum-distance-between-bst-nodes,easy,1934,338,5.72189349112426
1651,Shuffle String,shuffle-string,easy,1932,324,5.962962962962963
1807,Partitioning Into Minimum Number Of Deci-Binary Numbers,partitioning-into-minimum-number-of-deci-binary-numbers,medium,1926,1232,1.5633116883116882
1690,Maximum Length of Subarray With Positive Product,maximum-length-of-subarray-with-positive-product,medium,1925,50,38.5
657,Robot Return to Origin,robot-return-to-origin,easy,1925,728,2.644230769230769
1122,Longest Duplicate Substring,longest-duplicate-substring,hard,1923,364,5.282967032967033
974,Reorder Data in Log Files,reorder-data-in-log-files,medium,1913,4238,0.4513921661160925
1966,Frequency of the Most Frequent Element,frequency-of-the-most-frequent-element,medium,1910,47,40.638297872340424
1460,Number of Substrings Containing All Three Characters,number-of-substrings-containing-all-three-characters,medium,1908,34,56.11764705882353
1105,Uncrossed Lines,uncrossed-lines,medium,1908,28,68.14285714285714
1781,Check If Two String Arrays are Equivalent,check-if-two-string-arrays-are-equivalent,easy,1907,170,11.217647058823529
685,Redundant Connection II,redundant-connection-ii,hard,1906,287,6.641114982578397
1027,Sum of Even Numbers After Queries,sum-of-even-numbers-after-queries,medium,1904,311,6.122186495176849
988,Flip Equivalent Binary Trees,flip-equivalent-binary-trees,medium,1904,85,22.4
838,Design Linked List,design-linked-list,medium,1891,1337,1.4143605086013462
811,Number of Subarrays with Bounded Maximum,number-of-subarrays-with-bounded-maximum,medium,1891,104,18.182692307692307
382,Linked List Random Node,linked-list-random-node,medium,1889,465,4.06236559139785
1073,Number of Enclaves,number-of-enclaves,medium,1887,39,48.38461538461539
87,Scramble String,scramble-string,hard,1885,975,1.9333333333333333
381,Insert Delete GetRandom O(1) - Duplicates allowed,insert-delete-getrandom-o1-duplicates-allowed,hard,1871,130,14.392307692307693
887,Minimum Cost to Hire K Workers,minimum-cost-to-hire-k-workers,hard,1869,233,8.021459227467812
455,Assign Cookies,assign-cookies,easy,1867,190,9.826315789473684
327,Count of Range Sum,count-of-range-sum,hard,1867,196,9.525510204081632
563,Binary Tree Tilt,binary-tree-tilt,easy,1864,2010,0.9273631840796019
477,Total Hamming Distance,total-hamming-distance,medium,1863,85,21.91764705882353
629,K Inverse Pairs Array,k-inverse-pairs-array,hard,1857,214,8.677570093457945
1583,Paint House III,paint-house-iii,hard,1854,135,13.733333333333333
348,Design Tic-Tac-Toe,design-tic-tac-toe,medium,1851,109,16.98165137614679
633,Sum of Square Numbers,sum-of-square-numbers,medium,1848,500,3.696
325,Maximum Size Subarray Sum Equals k,maximum-size-subarray-sum-equals-k,medium,1835,55,33.36363636363637
686,Repeated String Match,repeated-string-match,medium,1834,924,1.9848484848484849
2217,Step-By-Step Directions From a Binary Tree Node to Another,step-by-step-directions-from-a-binary-tree-node-to-another,medium,1827,92,19.858695652173914
1329,Minimum Cost to Move Chips to The Same Position,minimum-cost-to-move-chips-to-the-same-position,easy,1826,235,7.770212765957447
972,Knight Dialer,knight-dialer,medium,1823,375,4.8613333333333335
1451,Minimum Number of Taps to Open to Water a Garden,minimum-number-of-taps-to-open-to-water-a-garden,hard,1822,122,14.934426229508198
520,Detect Capital,detect-capital,easy,1821,380,4.792105263157895
1306,Minimum Absolute Difference,minimum-absolute-difference,easy,1816,61,29.770491803278688
1212,Sequential Digits,sequential-digits,medium,1814,108,16.796296296296298
648,Replace Words,replace-words,medium,1814,161,11.267080745341614
165,Compare Version Numbers,compare-version-numbers,medium,1814,2386,0.760268231349539
419,Battleships in a Board,battleships-in-a-board,medium,1813,852,2.1279342723004695
668,Kth Smallest Number in Multiplication Table,kth-smallest-number-in-multiplication-table,hard,1811,51,35.509803921568626
932,Monotonic Array,monotonic-array,easy,1809,59,30.661016949152543
1582,Design Browser History,design-browser-history,medium,1808,124,14.580645161290322
690,Employee Importance,employee-importance,medium,1806,1282,1.4087363494539782
855,Count Unique Characters of All Substrings of a Given String,count-unique-characters-of-all-substrings-of-a-given-string,hard,1805,236,7.648305084745763
508,Most Frequent Subtree Sum,most-frequent-subtree-sum,medium,1804,266,6.7819548872180455
806,Domino and Tromino Tiling,domino-and-tromino-tiling,medium,1797,633,2.838862559241706
546,Remove Boxes,remove-boxes,hard,1797,101,17.792079207920793
237,Delete Node in a Linked List,delete-node-in-a-linked-list,medium,1797,557,3.2262118491921004
1450,Delete Leaves With a Given Value,delete-leaves-with-a-given-value,medium,1796,32,56.125
299,Bulls and Cows,bulls-and-cows,medium,1790,1573,1.1379529561347743
166,Fraction to Recurring Decimal,fraction-to-recurring-decimal,medium,1786,3266,0.546846295162278
1475,Maximum Sum BST in Binary Tree,maximum-sum-bst-in-binary-tree,hard,1785,148,12.06081081081081
940,Fruit Into Baskets,fruit-into-baskets,medium,1776,126,14.095238095238095
594,Longest Harmonious Subsequence,longest-harmonious-subsequence,easy,1775,165,10.757575757575758
1408,Find the Smallest Divisor Given a Threshold,find-the-smallest-divisor-given-a-threshold,medium,1772,163,10.871165644171779
1484,Linked List in Binary Tree,linked-list-in-binary-tree,medium,1771,57,31.07017543859649
491,Increasing Subsequences,increasing-subsequences,medium,1768,160,11.05
313,Super Ugly Number,super-ugly-number,medium,1768,322,5.490683229813665
362,Design Hit Counter,design-hit-counter,medium,1763,176,10.017045454545455
732,My Calendar III,my-calendar-iii,hard,1752,248,7.064516129032258
1628,Count Submatrices With All Ones,count-submatrices-with-all-ones,medium,1749,141,12.404255319148936
689,Maximum Sum of 3 Non-Overlapping Subarrays,maximum-sum-of-3-non-overlapping-subarrays,hard,1748,100,17.48
716,Max Stack,max-stack,hard,1747,490,3.5653061224489795
966,Binary Subarrays With Sum,binary-subarrays-with-sum,medium,1745,57,30.614035087719298
831,Largest Sum of Averages,largest-sum-of-averages,medium,1745,89,19.60674157303371
787,Sliding Puzzle,sliding-puzzle,hard,1734,45,38.53333333333333
636,Exclusive Time of Functions,exclusive-time-of-functions,medium,1731,2546,0.6798900235663786
1116,Maximum Level Sum of a Binary Tree,maximum-level-sum-of-a-binary-tree,medium,1729,65,26.6
876,Hand of Straights,hand-of-straights,medium,1726,134,12.880597014925373
375,Guess Number Higher or Lower II,guess-number-higher-or-lower-ii,medium,1726,1931,0.893837389953392
1406,Subtract the Product and Sum of Digits of an Integer,subtract-the-product-and-sum-of-digits-of-an-integer,easy,1725,203,8.497536945812808
2058,Concatenation of Array,concatenation-of-array,easy,1724,255,6.76078431372549
1895,Minimum Number of Operations to Move All Balls to Each Box,minimum-number-of-operations-to-move-all-balls-to-each-box,medium,1724,66,26.12121212121212
535,Encode and Decode TinyURL,encode-and-decode-tinyurl,medium,1721,3316,0.5189987937273823
89,Gray Code,gray-code,medium,1719,2416,0.7115066225165563
1054,Complement of Base 10 Integer,complement-of-base-10-integer,easy,1717,85,20.2
1267,Remove Zero Sum Consecutive Nodes from Linked List,remove-zero-sum-consecutive-nodes-from-linked-list,medium,1709,81,21.098765432098766
317,Shortest Distance from All Buildings,shortest-distance-from-all-buildings,hard,1706,220,7.754545454545455
1078,Remove Outermost Parentheses,remove-outermost-parentheses,easy,1705,1307,1.3045141545524102
2121,Find if Path Exists in Graph,find-if-path-exists-in-graph,easy,1689,91,18.560439560439562
1421,Find Numbers with Even Number of Digits,find-numbers-with-even-number-of-digits,easy,1683,106,15.877358490566039
1794,Minimize Deviation in Array,minimize-deviation-in-array,hard,1682,88,19.113636363636363
252,Meeting Rooms,meeting-rooms,easy,1680,85,19.764705882352942
866,Rectangle Overlap,rectangle-overlap,easy,1679,416,4.0360576923076925
1677,Matrix Diagonal Sum,matrix-diagonal-sum,easy,1677,24,69.875
905,Length of Longest Fibonacci Subsequence,length-of-longest-fibonacci-subsequence,medium,1675,60,27.916666666666668
1632,Number of Good Ways to Split a String,number-of-good-ways-to-split-a-string,medium,1674,41,40.829268292682926
223,Rectangle Area,rectangle-area,medium,1672,1532,1.0913838120104438
1461,Count All Valid Pickup and Delivery Options,count-all-valid-pickup-and-delivery-options,hard,1670,150,11.133333333333333
1782,Smallest String With A Given Numeric Value,smallest-string-with-a-given-numeric-value,medium,1667,54,30.87037037037037
976,Minimum Area Rectangle,minimum-area-rectangle,medium,1663,254,6.547244094488189
284,Peeking Iterator,peeking-iterator,medium,1662,969,1.715170278637771
953,Reverse Only Letters,reverse-only-letters,easy,1660,57,29.12280701754386
1231,Replace Elements with Greatest Element on Right Side,replace-elements-with-greatest-element-on-right-side,easy,1656,178,9.303370786516854
149,Max Points on a Line,max-points-on-a-line,hard,1651,252,6.551587301587301
1086,Divisor Game,divisor-game,easy,1650,3540,0.4661016949152542
1017,Odd Even Jump,odd-even-jump,hard,1644,427,3.850117096018735
1031,Add to Array-Form of Integer,add-to-array-form-of-integer,easy,1643,162,10.141975308641975
761,Employee Free Time,employee-free-time,hard,1643,111,14.801801801801801
1097,Stream of Characters,stream-of-characters,hard,1639,176,9.3125
1185,Find in Mountain Array,find-in-mountain-array,hard,1637,66,24.803030303030305
1229,Shortest Path with Alternating Colors,shortest-path-with-alternating-colors,medium,1634,81,20.17283950617284
529,Minesweeper,minesweeper,medium,1632,943,1.730646871686108
839,Short Encoding of Words,short-encoding-of-words,medium,1631,625,2.6096
1621,Number of Subsequences That Satisfy the Given Sum Condition,number-of-subsequences-that-satisfy-the-given-sum-condition,medium,1630,145,11.241379310344827
889,Buddy Strings,buddy-strings,easy,1630,1054,1.5464895635673623
1456,Find the City With the Smallest Number of Neighbors at a Threshold Distance,find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance,medium,1628,66,24.666666666666668
720,Longest Word in Dictionary,longest-word-in-dictionary,medium,1616,1391,1.1617541337167505
475,Heaters,heaters,medium,1601,1080,1.4824074074074074
730,Count Different Palindromic Subsequences,count-different-palindromic-subsequences,hard,1589,82,19.378048780487806
924,Fair Candy Swap,fair-candy-swap,easy,1587,293,5.416382252559727
2162,Partition Array Into Two Arrays to Minimize Sum Difference,partition-array-into-two-arrays-to-minimize-sum-difference,hard,1582,90,17.57777777777778
1637,String Compression II,string-compression-ii,hard,1582,117,13.521367521367521
270,Closest Binary Search Tree Value,closest-binary-search-tree-value,easy,1582,91,17.384615384615383
1792,Find the Most Competitive Subsequence,find-the-most-competitive-subsequence,medium,1579,75,21.053333333333335
935,Orderly Queue,orderly-queue,hard,1568,581,2.6987951807228914
321,Create Maximum Number,create-maximum-number,hard,1568,325,4.8246153846153845
1469,Minimum Number of Steps to Make Two Strings Anagram,minimum-number-of-steps-to-make-two-strings-anagram,medium,1563,73,21.410958904109588
305,Number of Islands II,number-of-islands-ii,hard,1559,52,29.98076923076923
490,The Maze,the-maze,medium,1554,161,9.652173913043478
1325,Path with Maximum Probability,path-with-maximum-probability,medium,1546,31,49.87096774193548
1240,Stone Game II,stone-game-ii,medium,1546,275,5.621818181818182
1218,Lowest Common Ancestor of Deepest Leaves,lowest-common-ancestor-of-deepest-leaves,medium,1546,770,2.0077922077922077
836,Race Car,race-car,hard,1540,150,10.266666666666667
1304,Longest Happy String,longest-happy-string,medium,1534,217,7.0691244239631335
339,Nested List Weight Sum,nested-list-weight-sum,medium,1534,350,4.382857142857143
1298,Reverse Substrings Between Each Pair of Parentheses,reverse-substrings-between-each-pair-of-parentheses,medium,1531,40,38.275
446,Arithmetic Slices II - Subsequence,arithmetic-slices-ii-subsequence,hard,1525,91,16.75824175824176
599,Minimum Index Sum of Two Lists,minimum-index-sum-of-two-lists,easy,1524,353,4.317280453257791
386,Lexicographical Numbers,lexicographical-numbers,medium,1524,122,12.491803278688524
1020,Longest Turbulent Subarray,longest-turbulent-subarray,medium,1520,182,8.351648351648352
890,Lemonade Change,lemonade-change,easy,1520,133,11.428571428571429
1386,Shift 2D Grid,shift-2d-grid,easy,1515,316,4.794303797468355
1146,Greatest Common Divisor of Strings,greatest-common-divisor-of-strings,easy,1514,297,5.097643097643098
524,Longest Word in Dictionary through Deleting,longest-word-in-dictionary-through-deleting,medium,1513,341,4.436950146627566
1005,Univalued Binary Tree,univalued-binary-tree,easy,1511,59,25.610169491525422
779,Max Chunks To Make Sorted II,max-chunks-to-make-sorted-ii,hard,1509,43,35.093023255813954
1465,Maximum Product of Splitted Binary Tree,maximum-product-of-splitted-binary-tree,medium,1505,67,22.46268656716418
1675,Magnetic Force Between Two Balls,magnetic-force-between-two-balls,medium,1499,91,16.47252747252747
436,Find Right Interval,find-right-interval,medium,1495,279,5.358422939068101
2035,Count Sub Islands,count-sub-islands,medium,1482,46,32.21739130434783
731,My Calendar II,my-calendar-ii,medium,1479,136,10.875
359,Logger Rate Limiter,logger-rate-limiter,easy,1479,180,8.216666666666667
1426,Find N Unique Integers Sum up to Zero,find-n-unique-integers-sum-up-to-zero,easy,1477,524,2.818702290076336
671,Second Minimum Node In a Binary Tree,second-minimum-node-in-a-binary-tree,easy,1477,1676,0.8812649164677804
950,X of a Kind in a Deck of Cards,x-of-a-kind-in-a-deck-of-cards,easy,1472,361,4.077562326869806
790,Global and Local Inversions,global-and-local-inversions,medium,1468,343,4.279883381924198
1970,Sorting the Sentence,sorting-the-sentence,easy,1466,42,34.904761904761905
1196,Filling Bookcase Shelves,filling-bookcase-shelves,medium,1466,95,15.43157894736842
1886,Minimum Limit of Balls in a Bag,minimum-limit-of-balls-in-a-bag,medium,1461,40,36.525
370,Range Addition,range-addition,medium,1460,72,20.27777777777778
2227,Sum of Subarray Ranges,sum-of-subarray-ranges,medium,1456,80,18.2
1288,Maximum Subarray Sum with One Deletion,maximum-subarray-sum-with-one-deletion,medium,1456,51,28.54901960784314
552,Student Attendance Record II,student-attendance-record-ii,hard,1451,237,6.122362869198312
1497,Design a Stack With Increment Operation,design-a-stack-with-increment-operation,medium,1448,79,18.329113924050635
1570,Final Prices With a Special Discount in a Shop,final-prices-with-a-special-discount-in-a-shop,easy,1442,82,17.585365853658537
1388,Greatest Sum Divisible by Three,greatest-sum-divisible-by-three,medium,1442,36,40.05555555555556
249,Group Shifted Strings,group-shifted-strings,medium,1441,277,5.20216606498195
2090,Number of Ways to Arrive at Destination,number-of-ways-to-arrive-at-destination,medium,1440,44,32.72727272727273
346,Moving Average from Data Stream,moving-average-from-data-stream,easy,1434,142,10.098591549295774
1573,Find Two Non-overlapping Sub-arrays Each With Target Sum,find-two-non-overlapping-sub-arrays-each-with-target-sum,medium,1432,71,20.169014084507044
973,Stamping The Sequence,stamping-the-sequence,hard,1431,213,6.71830985915493
1059,Missing Element in Sorted Array,missing-element-in-sorted-array,medium,1429,57,25.07017543859649
1454,Remove Palindromic Subsequences,remove-palindromic-subsequences,easy,1425,1568,0.9088010204081632
1205,Defanging an IP Address,defanging-an-ip-address,easy,1422,1590,0.8943396226415095
837,Most Common Word,most-common-word,easy,1420,2795,0.5080500894454383
609,Find Duplicate File in System,find-duplicate-file-in-system,medium,1419,1597,0.8885410144020037
755,Reach a Number,reach-a-number,medium,1414,711,1.9887482419127989
1081,Video Stitching,video-stitching,medium,1413,50,28.26
1542,Consecutive Characters,consecutive-characters,easy,1410,28,50.357142857142854
989,Largest Component Size by Common Factor,largest-component-size-by-common-factor,hard,1406,87,16.160919540229884
274,H-Index,h-index,medium,1398,2025,0.6903703703703704
901,Advantage Shuffle,advantage-shuffle,medium,1395,88,15.852272727272727
677,Map Sum Pairs,map-sum-pairs,medium,1392,138,10.08695652173913
1505,Create Target Array in the Given Order,create-target-array-in-the-given-order,easy,1391,1414,0.9837340876944838
1474,Longest ZigZag Path in a Binary Tree,longest-zigzag-path-in-a-binary-tree,medium,1390,25,55.6
1617,Stone Game IV,stone-game-iv,hard,1379,61,22.60655737704918
1653,Number of Good Leaf Nodes Pairs,number-of-good-leaf-nodes-pairs,medium,1377,33,41.72727272727273
1498,Find a Corresponding Node of a Binary Tree in a Clone of That Tree,find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree,easy,1375,1710,0.804093567251462
259,3Sum Smaller,3sum-smaller,medium,1374,127,10.818897637795276
1458,Sort Integers by The Number of 1 Bits,sort-integers-by-the-number-of-1-bits,easy,1372,60,22.866666666666667
1485,Minimum Cost to Make at Least One Valid Path in a Grid,minimum-cost-to-make-at-least-one-valid-path-in-a-grid,hard,1371,13,105.46153846153847
276,Paint Fence,paint-fence,medium,1368,367,3.7275204359673024
1296,Kth Ancestor of a Tree Node,kth-ancestor-of-a-tree-node,hard,1364,90,15.155555555555555
1422,Divide Array in Sets of K Consecutive Numbers,divide-array-in-sets-of-k-consecutive-numbers,medium,1363,92,14.815217391304348
951,Partition Array into Disjoint Intervals,partition-array-into-disjoint-intervals,medium,1361,69,19.72463768115942
1002,Maximum Width Ramp,maximum-width-ramp,medium,1360,43,31.627906976744185
946,Smallest Range II,smallest-range-ii,medium,1359,391,3.475703324808184
742,To Lower Case,to-lower-case,easy,1356,2493,0.5439229843561973
977,Distinct Subsequences II,distinct-subsequences-ii,hard,1354,28,48.357142857142854
539,Minimum Time Difference,minimum-time-difference,medium,1354,233,5.8111587982832615
1138,Grumpy Bookstore Owner,grumpy-bookstore-owner,medium,1351,110,12.281818181818181
1062,Partition Array Into Three Parts With Equal Sum,partition-array-into-three-parts-with-equal-sum,easy,1349,133,10.142857142857142
1395,Minimum Time Visiting All Points,minimum-time-visiting-all-points,easy,1345,171,7.8654970760233915
541,Reverse String II,reverse-string-ii,easy,1344,2877,0.46715328467153283
1468,Check If N and Its Double Exist,check-if-n-and-its-double-exist,easy,1343,149,9.013422818791947
994,Prison Cells After N Days,prison-cells-after-n-days,medium,1342,1634,0.8212974296205631
728,Self Dividing Numbers,self-dividing-numbers,easy,1342,355,3.780281690140845
333,Largest BST Subtree,largest-bst-subtree,medium,1342,107,12.542056074766355
1800,Concatenation of Consecutive Binary Numbers,concatenation-of-consecutive-binary-numbers,medium,1339,417,3.211031175059952
1111,Minimum Score Triangulation of Polygon,minimum-score-triangulation-of-polygon,medium,1339,130,10.3
1142,Minimum Knight Moves,minimum-knight-moves,medium,1337,378,3.537037037037037
1030,Smallest String Starting From Leaf,smallest-string-starting-from-leaf,medium,1332,192,6.9375
458,Poor Pigs,poor-pigs,hard,1330,2734,0.4864667154352597
873,Guess the Word,guess-the-word,hard,1329,1587,0.8374291115311909
1407,Group the People Given the Group Size They Belong To,group-the-people-given-the-group-size-they-belong-to,medium,1326,502,2.641434262948207
829,Subdomain Visit Count,subdomain-visit-count,medium,1317,1221,1.0786240786240786
1616,Minimum Difference Between Largest and Smallest Value in Three Moves,minimum-difference-between-largest-and-smallest-value-in-three-moves,medium,1316,156,8.435897435897436
727,Minimum Window Subsequence,minimum-window-subsequence,hard,1316,81,16.246913580246915
982,Minimum Increment to Make Array Unique,minimum-increment-to-make-array-unique,medium,1315,49,26.836734693877553
1574,Maximum Product of Two Elements in an Array,maximum-product-of-two-elements-in-an-array,easy,1314,172,7.6395348837209305
1473,Find the Longest Substring Containing Vowels in Even Counts,find-the-longest-substring-containing-vowels-in-even-counts,medium,1312,48,27.333333333333332
679,24 Game,24-game,hard,1312,230,5.7043478260869565
2257,Earliest Possible Day of Full Bloom,earliest-possible-day-of-full-bloom,hard,1305,73,17.876712328767123
487,Max Consecutive Ones II,max-consecutive-ones-ii,medium,1295,23,56.30434782608695
991,Array of Doubled Pairs,array-of-doubled-pairs,medium,1294,132,9.803030303030303
639,Decode Ways II,decode-ways-ii,hard,1292,776,1.6649484536082475
1503,Reducing Dishes,reducing-dishes,hard,1291,161,8.01863354037267
2236,Maximum Twin Sum of a Linked List,maximum-twin-sum-of-a-linked-list,medium,1290,38,33.94736842105263
588,Design In-Memory File System,design-in-memory-file-system,hard,1289,139,9.273381294964029
1620,Check If Array Pairs Are Divisible by k,check-if-array-pairs-are-divisible-by-k,medium,1286,76,16.92105263157895
432,All O`one Data Structure,all-oone-data-structure,hard,1285,150,8.566666666666666
1330,Longest Arithmetic Subsequence of Given Difference,longest-arithmetic-subsequence-of-given-difference,medium,1276,46,27.73913043478261
561,Array Partition,array-partition,easy,1275,183,6.967213114754099
891,Score After Flipping Matrix,score-after-flipping-matrix,medium,1272,169,7.5266272189349115
587,Erect the Fence,erect-the-fence,hard,1271,619,2.0533117932148626
2220,Find All Possible Recipes from Given Supplies,find-all-possible-recipes-from-given-supplies,medium,1270,74,17.16216216216216
